"brand","status","category","copied_filename","source_path","working_path","original_last_write_time","original_size_bytes","notes"
"lotteria","classified","02-interior-seating","lotteria-0082-6월_1.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\6월_1.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0082-6월_1.jpeg","2026-06-05T16:53:36","430045","좌석과 키오스크 방향"
"lotteria","classified","03-counter-kiosk-order","lotteria-0083-6월_10.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\6월_10.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0083-6월_10.jpeg","2026-06-05T17:18:22","282932","키오스크 주문 동선"
"lotteria","classified","06-menu-promotion","lotteria-0084-6월_11.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\6월_11.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\06-menu-promotion\lotteria-0084-6월_11.jpeg","2026-06-05T17:18:30","281577","충전 안내와 좌석"
"lotteria","classified","02-interior-seating","lotteria-0085-6월_2.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\6월_2.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0085-6월_2.jpeg","2026-06-05T16:54:01","341479","좌석과 내부 벽면"
"lotteria","classified","03-counter-kiosk-order","lotteria-0086-6월_3.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\6월_3.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0086-6월_3.jpeg","2026-06-05T16:55:26","210163","카운터와 키오스크"
"lotteria","classified","03-counter-kiosk-order","lotteria-0087-6월_4.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\6월_4.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0087-6월_4.jpeg","2026-06-05T16:55:40","445248","카운터와 메뉴보드"
"lotteria","classified","02-interior-seating","lotteria-0088-6월_5.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\6월_5.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0088-6월_5.jpeg","2026-06-05T16:55:48","308548","좌석과 카운터 방향"
"lotteria","classified","03-counter-kiosk-order","lotteria-0089-6월_6.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\6월_6.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0089-6월_6.jpeg","2026-06-05T17:03:19","283729","키오스크와 카운터"
"lotteria","classified","02-interior-seating","lotteria-0090-6월_7.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\6월_7.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0090-6월_7.jpeg","2026-06-05T17:03:58","330730","좌석과 창가"
"lotteria","classified","02-interior-seating","lotteria-0091-6월_8.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\6월_8.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0091-6월_8.jpeg","2026-06-05T17:09:20","272376","좌석과 내부 동선"
"lotteria","classified","01-exterior-signage","lotteria-0092-6월_9.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\6월_9.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\01-exterior-signage\lotteria-0092-6월_9.jpeg","2026-06-05T17:09:38","323367","외부 전면 간판"
"lotteria","classified","03-counter-kiosk-order","lotteria-0093-KakaoTalk_20260407_125233963_02.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\KakaoTalk_20260407_125233963_02.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0093-KakaoTalk_20260407_125233963_02.jpg","2026-04-07T12:56:54","3400556","카운터와 메뉴보드"
"lotteria","classified","01-exterior-signage","lotteria-0094-KakaoTalk_20260407_125233963_03.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\KakaoTalk_20260407_125233963_03.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\01-exterior-signage\lotteria-0094-KakaoTalk_20260407_125233963_03.jpg","2026-04-07T12:56:54","3802394","외부 전면 간판"
"lotteria","classified","02-interior-seating","lotteria-0095-KakaoTalk_20260407_125233963_04.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\KakaoTalk_20260407_125233963_04.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0095-KakaoTalk_20260407_125233963_04.jpg","2026-04-07T12:56:54","3093163","출입구와 내부 동선"
"lotteria","classified","02-interior-seating","lotteria-0096-KakaoTalk_20260407_125233963_05.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\KakaoTalk_20260407_125233963_05.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0096-KakaoTalk_20260407_125233963_05.jpg","2026-04-07T12:56:55","2988673","넓은 좌석과 카운터 방향; 사람 있음"
"lotteria","classified","02-interior-seating","lotteria-0097-KakaoTalk_20260407_125233963_06.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\KakaoTalk_20260407_125233963_06.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0097-KakaoTalk_20260407_125233963_06.jpg","2026-04-07T12:56:56","3042763","넓은 좌석과 카운터 방향; 사람 있음"
"lotteria","classified","02-interior-seating","lotteria-0098-KakaoTalk_20260407_125233963_07.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\KakaoTalk_20260407_125233963_07.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0098-KakaoTalk_20260407_125233963_07.jpg","2026-04-07T12:56:57","3364419","좌석과 내부 벽면; 사람 있음"
"lotteria","classified","02-interior-seating","lotteria-0099-KakaoTalk_20260407_125233963_08.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\KakaoTalk_20260407_125233963_08.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0099-KakaoTalk_20260407_125233963_08.jpg","2026-04-07T12:56:58","2974685","좌석과 카운터 방향; 사람 있음"
"lotteria","classified","02-interior-seating","lotteria-0100-KakaoTalk_20260407_125233963_09.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\KakaoTalk_20260407_125233963_09.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0100-KakaoTalk_20260407_125233963_09.jpg","2026-04-07T12:56:58","2838395","좌석과 카운터 방향"
"lotteria","classified","03-counter-kiosk-order","lotteria-0101-추가1.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가1.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0101-추가1.jpg","2026-04-09T10:18:33","358662","카운터와 메뉴보드"
"lotteria","classified","06-menu-promotion","lotteria-0102-추가10.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가10.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\06-menu-promotion\lotteria-0102-추가10.jpg","2026-04-09T10:34:33","379637","제품 프로모션 포스터"
"lotteria","classified","05-food-drink-menu","lotteria-0103-추가11.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가11.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\05-food-drink-menu\lotteria-0103-추가11.jpg","2026-04-09T10:34:52","70527","제품 이미지 컷"
"lotteria","classified","03-counter-kiosk-order","lotteria-0104-추가12.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가12.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0104-추가12.jpg","2026-04-09T10:38:36","344071","카운터와 키오스크"
"lotteria","classified","01-exterior-signage","lotteria-0105-추가13.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가13.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\01-exterior-signage\lotteria-0105-추가13.jpg","2026-04-09T10:38:48","316124","외부 전면 간판"
"lotteria","classified","01-exterior-signage","lotteria-0106-추가14.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가14.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\01-exterior-signage\lotteria-0106-추가14.jpg","2026-04-09T10:39:01","205225","외부 간판 클로즈업"
"lotteria","classified","01-exterior-signage","lotteria-0107-추가2.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가2.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\01-exterior-signage\lotteria-0107-추가2.jpg","2026-04-09T10:19:01","326068","외부 출입구와 간판"
"lotteria","classified","02-interior-seating","lotteria-0108-추가3.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가3.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0108-추가3.jpg","2026-04-09T10:19:20","409008","좌석과 카운터 방향"
"lotteria","classified","03-counter-kiosk-order","lotteria-0109-추가4.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가4.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0109-추가4.jpg","2026-04-09T10:30:42","430288","카운터와 키오스크"
"lotteria","classified","01-exterior-signage","lotteria-0110-추가5.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가5.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\01-exterior-signage\lotteria-0110-추가5.jpg","2026-04-09T10:31:06","297231","외부 전면 간판"
"lotteria","classified","02-interior-seating","lotteria-0111-추가6.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가6.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0111-추가6.jpg","2026-04-09T10:31:26","214684","좌석과 내부 동선"
"lotteria","classified","02-interior-seating","lotteria-0112-추가7.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가7.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0112-추가7.jpg","2026-04-09T10:32:16","285190","넓은 좌석 공간"
"lotteria","classified","02-interior-seating","lotteria-0113-추가8.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가8.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0113-추가8.jpg","2026-04-09T10:32:32","151011","브랜드 컬러 벽면과 좌석"
"lotteria","classified","02-interior-seating","lotteria-0114-추가9.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\추가9.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0114-추가9.jpg","2026-04-09T10:34:07","240910","좌석 공간"
